E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
,,,,,,0.339,0.233,0.339,0.193,0.498,0.077,0.498,0.088,,,,,,,,,,,,
,,,,,,0.339,0.222,0.339,0.203,0.498,0.077,0.498,0.071,,,,,,,,,,,,
,,,,,,0.339,0.219,0.339,0.173,0.499,0.081,0.499,0.092,,,,,,,,,,,,
,,,,,,0.34,0.21,0.34,0.175,0.499,0.08,0.499,0.077,,,,,,,,,,,,
,,,,,,0.34,0.203,0.34,0.172,0.499,0.08,0.499,0.078,,,,,,,,,,,,
,,,,,,0.34,0.213,0.34,0.166,0.5,0.063,0.5,0.078,,,,,,,,,,,,
,,,,,,0.34,0.192,0.34,0.155,0.5,0.055,0.5,0.071,,,,,,,,,,,,
,,,,,,0.341,0.181,0.341,0.15,0.5,0.038,0.5,0.057,,,,,,,,,,,,
,,,,,,0.341,0.178,0.341,0.143,0.499,0.028,0.499,0.042,,,,,,,,,,,,
,,,,,,0.341,0.173,0.341,0.138,0.499,0.031,0.499,0.009,,,,,,,,,,,,
,,,,,,0.341,0.166,0.341,0.137,0.499,0.005,0.499,0.026,,,,,,,,,,,,
,,,,,,0.342,0.155,0.342,0.12,0.498,0.017,0.498,0.015,,,,,,,,,,,,
,,,,,,0.342,0.166,0.342,0.126,0.498,0.005,0.498,0.006,,,,,,,,,,,,
,,,,,,0.342,0.147,0.342,0.117,0.497,0.008,0.497,0.006,,,,,,,,,,,,
,,,,,,0.342,0.147,0.342,0.111,0.497,0.014,0.497,-0.001,,,,,,,,,,,,
,,,,,,0.343,0.13,0.343,0.107,0.497,-0.006,0.497,0.012,,,,,,,,,,,,
,,,,,,0.343,0.137,0.343,0.114,0.496,0.005,0.496,0.005,,,,,,,,,,,,
,,,,,,0.343,0.132,0.343,0.107,0.496,0.011,0.496,-0.017,,,,,,,,,,,,
,,,,,,0.343,0.126,0.343,0.103,0.496,-0.009,0.496,0.006,,,,,,,,,,,,
,,,,,,0.344,0.117,0.344,0.109,0.495,-0.017,0.495,0,,,,,,,,,,,,
,,,,,,0.344,0.12,0.344,0.111,0.495,0.006,0.495,0.003,,,,,,,,,,,,
,,,,,,0.344,0.114,0.344,0.107,0.494,0,0.494,0.005,,,,,,,,,,,,
,,,,,,0.344,0.104,0.344,0.097,0.494,-0.011,0.494,-0.015,,,,,,,,,,,,
,,,,,,0.344,0.109,0.344,0.098,0.494,-0.006,0.494,-0.003,,,,,,,,,,,,
,,,,,,0.345,0.107,0.345,0.107,0.493,-0.014,0.493,0.003,,,,,,,,,,,,
,,,,,,0.345,0.104,0.345,0.089,0.493,-0.003,0.493,0.002,,,,,,,,,,,,
,,,,,,0.345,0.095,0.345,0.084,0.493,0.008,0.493,-0.012,,,,,,,,,,,,
,,,,,,0.345,0.1,0.345,0.086,0.492,-0.015,0.492,0,,,,,,,,,,,,
,,,,,,0.346,0.091,0.346,0.083,0.492,-0.009,0.492,-0.017,,,,,,,,,,,,
,,,,,,0.346,0.092,0.346,0.089,0.491,-0.003,0.491,0.006,,,,,,,,,,,,
,,,,,,0.346,0.089,0.346,0.089,0.491,-0.023,0.491,-0.017,,,,,,,,,,,,
,,,,,,0.346,0.08,0.346,0.075,0.491,-0.014,0.491,-0.021,,,,,,,,,,,,
,,,,,,0.347,0.061,0.347,0.075,0.49,-0.012,0.49,-0.005,,,,,,,,,,,,
,,,,,,0.347,0.088,0.347,0.089,0.49,-0.012,0.49,-0.012,,,,,,,,,,,,
,,,,,,0.347,0.084,0.347,0.075,0.49,-0.003,0.49,-0.012,,,,,,,,,,,,
,,,,,,0.347,0.083,0.347,0.08,0.489,-0.018,0.489,-0.018,,,,,,,,,,,,
,,,,,,0.348,0.081,0.348,0.074,0.489,-0.009,0.489,-0.009,,,,,,,,,,,,
,,,,,,0.348,0.069,0.348,0.072,0.488,-0.018,0.488,-0.012,,,,,,,,,,,,
,,,,,,0.348,0.08,0.348,0.077,0.488,-0.009,0.488,-0.028,,,,,,,,,,,,
,,,,,,0.348,0.071,0.348,0.071,0.488,-0.023,0.488,-0.012,,,,,,,,,,,,
,,,,,,0.349,0.077,0.349,0.074,0.487,-0.009,0.487,0.002,,,,,,,,,,,,
,,,,,,0.349,0.094,0.349,0.081,0.487,-0.012,0.487,-0.026,,,,,,,,,,,,
,,,,,,0.349,0.074,0.349,0.065,0.487,-0.024,0.487,-0.001,,,,,,,,,,,,
,,,,,,0.349,0.071,0.349,0.071,0.486,0,0.486,-0.008,,,,,,,,,,,,
,,,,,,0.35,0.071,0.35,0.068,0.486,-0.021,0.486,-0.029,,,,,,,,,,,,
,,,,,,0.35,0.065,0.35,0.063,0.485,-0.017,0.485,0.002,,,,,,,,,,,,
,,,,,,0.35,0.071,0.35,0.071,0.485,-0.011,0.485,-0.009,,,,,,,,,,,,
,,,,,,0.35,0.065,0.35,0.065,0.485,-0.017,0.485,-0.037,,,,,,,,,,,,
,,,,,,0.351,0.071,0.351,0.074,0.484,-0.009,0.484,-0.029,,,,,,,,,,,,
,,,,,,0.351,0.066,0.351,0.06,0.484,-0.011,0.484,-0.014,,,,,,,,,,,,
,,,,,,0.351,0.084,0.351,0.065,0.484,-0.005,0.484,-0.026,,,,,,,,,,,,
,,,,,,0.351,0.074,0.351,0.061,0.483,-0.011,0.483,-0.012,,,,,,,,,,,,
,,,,,,0.352,0.06,0.352,0.06,0.483,-0.02,0.483,-0.001,,,,,,,,,,,,
,,,,,,0.352,0.068,0.352,0.058,0.482,0.008,0.482,-0.017,,,,,,,,,,,,
,,,,,,0.352,0.072,0.352,0.055,0.482,-0.009,0.482,-0.023,,,,,,,,,,,,
,,,,,,0.352,0.058,0.352,0.051,0.482,-0.021,0.482,-0.009,,,,,,,,,,,,
,,,,,,0.353,0.065,0.353,0.06,0.481,-0.028,0.481,-0.017,,,,,,,,,,,,
,,,,,,0.353,0.06,0.353,0.055,0.481,-0.017,0.481,-0.021,,,,,,,,,,,,
,,,,,,0.353,0.058,0.353,0.06,0.481,-0.029,0.481,-0.011,,,,,,,,,,,,
,,,,,,0.353,0.051,0.353,0.051,0.48,-0.02,0.48,-0.028,,,,,,,,,,,,
,,,,,,0.354,0.057,0.354,0.06,0.48,-0.018,0.48,-0.02,,,,,,,,,,,,
,,,,,,0.354,0.054,0.354,0.054,0.479,-0.028,0.479,-0.02,,,,,,,,,,,,
,,,,,,0.354,0.045,0.354,0.054,0.479,-0.006,0.479,-0.028,,,,,,,,,,,,
,,,,,,0.354,0.051,0.354,0.048,0.479,-0.024,0.479,-0.02,,,,,,,,,,,,
,,,,,,0.355,0.058,0.355,0.055,0.478,-0.024,0.478,-0.02,,,,,,,,,,,,
,,,,,,0.355,0.055,0.355,0.052,0.478,-0.021,0.478,-0.029,,,,,,,,,,,,
,,,,,,0.355,0.051,0.355,0.049,0.478,-0.029,0.478,-0.028,,,,,,,,,,,,
,,,,,,0.355,0.046,0.355,0.051,0.477,-0.023,0.477,-0.015,,,,,,,,,,,,
,,,,,,0.356,0.061,0.356,0.051,0.477,-0.014,0.477,-0.006,,,,,,,,,,,,
,,,,,,0.356,0.061,0.356,0.049,0.476,-0.041,0.476,-0.014,,,,,,,,,,,,
,,,,,,0.356,0.051,0.356,0.054,0.476,-0.018,0.476,-0.028,,,,,,,,,,,,
,,,,,,0.356,0.046,0.356,0.057,0.476,-0.005,0.476,-0.011,,,,,,,,,,,,
,,,,,,0.357,0.055,0.357,0.06,0.475,-0.028,0.475,-0.017,,,,,,,,,,,,
,,,,,,0.357,0.054,0.357,0.051,0.475,-0.018,0.475,-0.034,,,,,,,,,,,,
,,,,,,0.357,0.065,0.357,0.051,0.475,-0.028,0.475,-0.012,,,,,,,,,,,,
,,,,,,0.357,0.057,0.357,0.051,0.474,-0.029,0.474,-0.034,,,,,,,,,,,,
,,,,,,0.358,0.058,0.358,0.048,0.474,-0.014,0.474,-0.028,,,,,,,,,,,,
,,,,,,0.358,0.057,0.358,0.042,0.473,-0.023,0.473,-0.028,,,,,,,,,,,,
,,,,,,0.358,0.061,0.358,0.045,0.473,-0.029,0.473,-0.023,,,,,,,,,,,,
,,,,,,0.358,0.04,0.358,0.042,0.473,-0.017,0.473,-0.014,,,,,,,,,,,,
,,,,,,0.359,0.045,0.359,0.052,0.472,-0.021,0.472,-0.024,,,,,,,,,,,,
,,,,,,0.359,0.061,0.359,0.06,0.472,-0.012,0.472,-0.021,,,,,,,,,,,,
,,,,,,0.359,0.045,0.359,0.048,0.472,-0.021,0.472,-0.034,,,,,,,,,,,,
,,,,,,0.359,0.046,0.359,0.046,0.471,-0.028,0.471,-0.047,,,,,,,,,,,,
,,,,,,0.36,0.046,0.36,0.052,0.471,-0.018,0.471,-0.032,,,,,,,,,,,,
,,,,,,0.36,0.051,0.36,0.048,0.47,-0.029,0.47,-0.011,,,,,,,,,,,,
,,,,,,0.36,0.046,0.36,0.046,0.47,-0.014,0.47,-0.031,,,,,,,,,,,,
,,,,,,0.36,0.055,0.36,0.051,0.47,-0.028,0.47,-0.038,,,,,,,,,,,,
,,,,,,0.361,0.06,0.361,0.051,0.469,-0.04,0.469,-0.026,,,,,,,,,,,,
,,,,,,0.361,0.046,0.361,0.042,0.469,-0.029,0.469,-0.018,,,,,,,,,,,,
,,,,,,0.361,0.048,0.361,0.04,0.469,-0.043,0.469,-0.035,,,,,,,,,,,,
,,,,,,0.361,0.06,0.361,0.043,0.468,-0.02,0.468,-0.02,,,,,,,,,,,,
,,,,,,0.362,0.052,0.362,0.048,0.468,-0.017,0.468,-0.035,,,,,,,,,,,,
,,,,,,0.362,0.052,0.362,0.048,0.468,-0.038,0.468,-0.032,,,,,,,,,,,,
,,,,,,0.362,0.04,0.362,0.049,0.467,-0.015,0.467,-0.012,,,,,,,,,,,,
,,,,,,0.362,0.051,0.362,0.034,0.467,-0.028,0.467,-0.032,,,,,,,,,,,,
,,,,,,0.363,0.046,0.363,0.049,0.466,-0.018,0.466,-0.043,,,,,,,,,,,,
,,,,,,0.363,0.049,0.363,0.04,0.466,-0.018,0.466,-0.046,,,,,,,,,,,,
,,,,,,0.363,0.051,0.363,0.037,0.466,-0.038,0.466,-0.026,,,,,,,,,,,,
,,,,,,0.363,0.048,0.363,0.046,0.465,-0.024,0.465,-0.044,,,,,,,,,,,,
,,,,,,0.364,0.04,0.364,0.038,0.465,-0.023,0.465,-0.02,,,,,,,,,,,,
,,,,,,0.364,0.057,0.364,0.048,0.465,-0.044,0.465,-0.032,,,,,,,,,,,,
,,,,,,0.364,0.048,0.364,0.051,0.464,-0.023,0.464,-0.023,,,,,,,,,,,,
,,,,,,0.364,0.048,0.364,0.046,0.464,-0.037,0.464,-0.032,,,,,,,,,,,,
,,,,,,0.365,0.042,0.365,0.04,0.463,-0.024,0.463,-0.024,,,,,,,,,,,,
,,,,,,0.365,0.043,0.365,0.045,0.463,-0.023,0.463,-0.028,,,,,,,,,,,,
,,,,,,0.365,0.054,0.365,0.043,0.463,-0.026,0.463,-0.018,,,,,,,,,,,,
,,,,,,0.365,0.038,0.365,0.043,0.462,-0.024,0.462,-0.028,,,,,,,,,,,,
,,,,,,0.366,0.048,0.366,0.037,0.462,-0.032,0.462,-0.038,,,,,,,,,,,,
,,,,,,0.366,0.046,0.366,0.04,0.462,-0.028,0.462,-0.021,,,,,,,,,,,,
,,,,,,0.366,0.046,0.366,0.037,0.461,-0.028,0.461,-0.041,,,,,,,,,,,,
,,,,,,0.366,0.043,0.366,0.051,0.461,-0.046,0.461,-0.037,,,,,,,,,,,,
,,,,,,0.367,0.051,0.367,0.046,0.46,-0.015,0.46,-0.031,,,,,,,,,,,,
,,,,,,0.367,0.046,0.367,0.04,0.46,-0.023,0.46,-0.041,,,,,,,,,,,,
,,,,,,0.367,0.052,0.367,0.042,0.46,-0.035,0.46,-0.028,,,,,,,,,,,,
,,,,,,0.367,0.031,0.367,0.043,0.459,-0.034,0.459,-0.041,,,,,,,,,,,,
,,,,,,0.368,0.048,0.368,0.038,0.459,-0.02,0.459,-0.028,,,,,,,,,,,,
,,,,,,0.368,0.049,0.368,0.037,0.459,-0.028,0.459,-0.015,,,,,,,,,,,,
,,,,,,0.368,0.051,0.368,0.042,0.458,-0.043,0.458,-0.043,,,,,,,,,,,,
,,,,,,0.368,0.042,0.368,0.052,0.458,-0.037,0.458,-0.029,,,,,,,,,,,,
,,,,,,0.369,0.043,0.369,0.046,0.457,-0.015,0.457,-0.018,,,,,,,,,,,,
,,,,,,0.369,0.055,0.369,0.051,0.457,-0.032,0.457,-0.051,,,,,,,,,,,,
,,,,,,0.369,0.038,0.369,0.034,0.457,-0.024,0.457,-0.014,,,,,,,,,,,,
,,,,,,0.369,0.032,0.369,0.034,0.456,-0.018,0.456,-0.037,,,,,,,,,,,,
,,,,,,0.37,0.034,0.37,0.035,0.456,-0.037,0.456,-0.032,,,,,,,,,,,,
,,,,,,0.37,0.045,0.37,0.025,0.456,-0.014,0.456,-0.037,,,,,,,,,,,,
,,,,,,0.37,0.045,0.37,0.038,0.455,-0.011,0.455,-0.028,,,,,,,,,,,,
,,,,,,0.37,0.035,0.37,0.045,0.455,-0.035,0.455,-0.021,,,,,,,,,,,,
,,,,,,0.371,0.048,0.371,0.054,0.454,-0.034,0.454,-0.044,,,,,,,,,,,,
,,,,,,0.371,0.043,0.371,0.045,0.454,-0.034,0.454,-0.026,,,,,,,,,,,,
,,,,,,0.371,0.034,0.371,0.034,0.454,-0.034,0.454,-0.043,,,,,,,,,,,,
,,,,,,0.371,0.048,0.371,0.038,0.453,-0.055,0.453,-0.023,,,,,,,,,,,,
,,,,,,0.372,0.051,0.372,0.046,0.453,-0.034,0.453,-0.04,,,,,,,,,,,,
,,,,,,0.372,0.045,0.372,0.034,0.453,-0.028,0.453,-0.029,,,,,,,,,,,,
,,,,,,0.372,0.04,0.372,0.042,0.452,-0.038,0.452,-0.026,,,,,,,,,,,,
,,,,,,0.372,0.038,0.372,0.042,0.452,-0.034,0.452,-0.026,,,,,,,,,,,,
,,,,,,0.373,0.04,0.373,0.04,0.451,-0.023,0.451,-0.04,,,,,,,,,,,,
,,,,,,0.373,0.04,0.373,0.043,0.451,-0.046,0.451,-0.024,,,,,,,,,,,,
,,,,,,0.373,0.048,0.373,0.046,0.451,-0.038,0.451,-0.041,,,,,,,,,,,,
,,,,,,0.373,0.042,0.373,0.04,0.45,-0.028,0.45,-0.034,,,,,,,,,,,,
,,,,,,0.374,0.043,0.374,0.043,0.45,-0.034,0.45,-0.021,,,,,,,,,,,,
,,,,,,0.374,0.04,0.374,0.034,0.45,-0.041,0.45,-0.035,,,,,,,,,,,,
,,,,,,0.374,0.043,0.374,0.037,0.449,-0.024,0.449,-0.026,,,,,,,,,,,,
,,,,,,0.375,0.042,0.375,0.045,0.449,-0.038,0.449,-0.034,,,,,,,,,,,,
,,,,,,0.375,0.04,0.375,0.052,0.448,-0.035,0.448,-0.034,,,,,,,,,,,,
,,,,,,0.375,0.035,0.375,0.032,0.448,-0.021,0.448,-0.041,,,,,,,,,,,,
,,,,,,0.375,0.043,0.375,0.04,0.448,-0.038,0.448,-0.041,,,,,,,,,,,,
,,,,,,0.376,0.034,0.376,0.04,0.447,-0.038,0.447,-0.021,,,,,,,,,,,,
,,,,,,0.376,0.042,0.376,0.037,0.447,-0.046,0.447,-0.021,,,,,,,,,,,,
,,,,,,0.376,0.06,0.376,0.038,0.447,-0.043,0.447,-0.014,,,,,,,,,,,,
,,,,,,0.376,0.063,0.376,0.04,0.446,-0.034,0.446,-0.041,,,,,,,,,,,,
,,,,,,0.377,0.035,0.377,0.034,0.446,-0.04,0.446,-0.028,,,,,,,,,,,,
,,,,,,0.377,0.035,0.377,0.042,0.445,-0.046,0.445,-0.043,,,,,,,,,,,,
,,,,,,0.377,0.042,0.377,0.043,0.445,-0.024,0.445,-0.038,,,,,,,,,,,,
,,,,,,0.377,0.04,0.377,0.038,0.445,-0.04,0.445,-0.034,,,,,,,,,,,,
,,,,,,0.378,0.035,0.378,0.038,0.444,-0.017,0.444,-0.034,,,,,,,,,,,,
,,,,,,0.378,0.046,0.378,0.042,0.444,-0.054,0.444,-0.04,,,,,,,,,,,,
,,,,,,0.378,0.043,0.378,0.04,0.444,-0.023,0.444,-0.038,,,,,,,,,,,,
,,,,,,0.378,0.045,0.378,0.035,0.443,-0.035,0.443,-0.024,,,,,,,,,,,,
,,,,,,0.379,0.031,0.379,0.042,0.443,-0.034,0.443,-0.044,,,,,,,,,,,,
,,,,,,0.379,0.04,0.379,0.04,0.442,-0.035,0.442,-0.018,,,,,,,,,,,,
,,,,,,0.379,0.045,0.379,0.052,0.442,-0.034,0.442,-0.051,,,,,,,,,,,,
,,,,,,0.379,0.034,0.379,0.034,0.442,-0.046,0.442,-0.046,,,,,,,,,,,,
,,,,,,0.38,0.029,0.38,0.04,0.441,-0.024,0.441,-0.043,,,,,,,,,,,,
,,,,,,0.38,0.043,0.38,0.032,0.441,-0.034,0.441,-0.038,,,,,,,,,,,,
,,,,,,0.38,0.038,0.38,0.028,0.441,-0.046,0.441,-0.026,,,,,,,,,,,,
,,,,,,0.38,0.048,0.38,0.037,0.44,-0.028,0.44,-0.044,,,,,,,,,,,,
,,,,,,0.381,0.034,0.381,0.034,0.44,-0.046,0.44,-0.014,,,,,,,,,,,,
,,,,,,0.381,0.043,0.381,0.038,0.439,-0.041,0.439,-0.038,,,,,,,,,,,,
,,,,,,0.381,0.048,0.381,0.04,0.439,-0.035,0.439,-0.037,,,,,,,,,,,,
,,,,,,0.381,0.031,0.381,0.037,0.439,-0.041,0.439,-0.038,,,,,,,,,,,,
,,,,,,0.382,0.034,0.382,0.038,0.438,-0.023,0.438,-0.046,,,,,,,,,,,,
,,,,,,0.382,0.037,0.382,0.037,0.438,-0.028,0.438,-0.044,,,,,,,,,,,,
,,,,,,0.382,0.031,0.382,0.034,0.438,-0.034,0.438,-0.049,,,,,,,,,,,,
,,,,,,0.382,0.037,0.382,0.038,0.437,-0.034,0.437,-0.034,,,,,,,,,,,,
,,,,,,0.383,0.043,0.383,0.04,0.437,-0.026,0.437,-0.046,,,,,,,,,,,,
,,,,,,0.383,0.046,0.383,0.038,0.436,-0.044,0.436,-0.034,,,,,,,,,,,,
,,,,,,0.383,0.043,0.383,0.043,0.436,-0.031,0.436,-0.058,,,,,,,,,,,,
,,,,,,0.383,0.04,0.383,0.035,0.436,-0.026,0.436,-0.041,,,,,,,,,,,,
,,,,,,0.384,0.035,0.384,0.038,0.435,-0.04,0.435,-0.028,,,,,,,,,,,,
,,,,,,0.384,0.04,0.384,0.035,0.435,-0.029,0.435,-0.051,,,,,,,,,,,,
,,,,,,0.384,0.043,0.384,0.037,0.434,-0.023,0.434,-0.023,,,,,,,,,,,,
,,,,,,0.384,0.04,0.384,0.037,0.434,-0.037,0.434,-0.051,,,,,,,,,,,,
,,,,,,0.385,0.04,0.385,0.034,0.434,-0.021,0.434,-0.035,,,,,,,,,,,,
,,,,,,0.385,0.035,0.385,0.042,0.433,-0.044,0.433,-0.038,,,,,,,,,,,,
,,,,,,0.385,0.045,0.385,0.034,0.433,-0.026,0.433,-0.052,,,,,,,,,,,,
,,,,,,0.385,0.046,0.385,0.046,0.433,-0.037,0.433,-0.051,,,,,,,,,,,,
,,,,,,0.386,0.045,0.386,0.051,0.432,-0.038,0.432,-0.037,,,,,,,,,,,,
,,,,,,0.386,0.04,0.386,0.043,0.432,-0.026,0.432,-0.035,,,,,,,,,,,,
,,,,,,0.386,0.034,0.386,0.034,0.431,-0.034,0.431,-0.051,,,,,,,,,,,,
,,,,,,0.386,0.035,0.386,0.037,0.431,-0.034,0.431,-0.024,,,,,,,,,,,,
,,,,,,0.387,0.043,0.387,0.034,0.431,-0.046,0.431,-0.047,,,,,,,,,,,,
,,,,,,0.387,0.038,0.387,0.038,0.43,-0.035,0.43,-0.041,,,,,,,,,,,,
,,,,,,0.387,0.04,0.387,0.038,0.43,-0.035,0.43,-0.029,,,,,,,,,,,,
,,,,,,0.387,0.032,0.387,0.032,0.43,-0.051,0.43,-0.052,,,,,,,,,,,,
,,,,,,0.388,0.043,0.388,0.031,0.429,-0.037,0.429,-0.051,,,,,,,,,,,,
,,,,,,0.388,0.035,0.388,0.04,0.429,-0.046,0.429,-0.037,,,,,,,,,,,,
,,,,,,0.388,0.043,0.388,0.051,0.428,-0.054,0.428,-0.028,,,,,,,,,,,,
,,,,,,0.388,0.038,0.388,0.042,0.428,-0.024,0.428,-0.046,,,,,,,,,,,,
,,,,,,0.389,0.037,0.389,0.02,0.428,-0.041,0.428,-0.047,,,,,,,,,,,,
,,,,,,0.389,0.045,0.389,0.045,0.427,-0.035,0.427,-0.037,,,,,,,,,,,,
,,,,,,0.389,0.045,0.389,0.048,0.427,-0.026,0.427,-0.044,,,,,,,,,,,,
,,,,,,0.389,0.042,0.389,0.049,0.427,-0.043,0.427,-0.034,,,,,,,,,,,,
,,,,,,0.39,0.038,0.39,0.043,0.426,-0.026,0.426,-0.038,,,,,,,,,,,,
,,,,,,0.39,0.04,0.39,0.038,0.426,-0.026,0.426,-0.043,,,,,,,,,,,,
,,,,,,0.39,0.032,0.39,0.035,0.425,-0.04,0.425,-0.043,,,,,,,,,,,,
,,,,,,0.39,0.035,0.39,0.042,0.425,-0.035,0.425,-0.043,,,,,,,,,,,,
,,,,,,0.391,0.028,0.391,0.052,0.425,-0.028,0.425,-0.034,,,,,,,,,,,,
,,,,,,0.391,0.045,0.391,0.034,0.424,-0.054,0.424,-0.037,,,,,,,,,,,,
,,,,,,0.391,0.037,0.391,0.038,0.424,-0.037,0.424,-0.049,,,,,,,,,,,,
,,,,,,0.391,0.042,0.391,0.035,0.424,-0.038,0.424,-0.038,,,,,,,,,,,,
,,,,,,0.392,0.042,0.392,0.058,0.423,-0.046,0.423,-0.043,,,,,,,,,,,,
,,,,,,0.392,0.032,0.392,0.038,0.423,-0.034,0.423,-0.043,,,,,,,,,,,,
,,,,,,0.392,0.046,0.392,0.04,0.422,-0.034,0.422,-0.032,,,,,,,,,,,,
,,,,,,0.392,0.034,0.392,0.037,0.422,-0.046,0.422,-0.044,,,,,,,,,,,,
,,,,,,0.393,0.037,0.393,0.04,0.422,-0.052,0.422,-0.035,,,,,,,,,,,,
,,,,,,0.393,0.043,0.393,0.043,0.421,-0.04,0.421,-0.04,,,,,,,,,,,,
,,,,,,0.393,0.052,0.393,0.028,0.421,-0.061,0.421,-0.046,,,,,,,,,,,,
,,,,,,0.393,0.042,0.393,0.043,0.421,-0.034,0.421,-0.043,,,,,,,,,,,,
,,,,,,0.394,0.035,0.394,0.043,0.42,-0.041,0.42,-0.037,,,,,,,,,,,,
,,,,,,0.394,0.037,0.394,0.052,0.42,-0.035,0.42,-0.031,,,,,,,,,,,,
,,,,,,0.394,0.038,0.394,0.031,0.419,-0.031,0.419,-0.047,,,,,,,,,,,,
,,,,,,0.394,0.046,0.394,0.04,0.419,-0.034,0.419,-0.043,,,,,,,,,,,,
,,,,,,0.395,0.029,0.395,0.037,0.419,-0.038,0.419,-0.044,,,,,,,,,,,,
,,,,,,0.395,0.048,0.395,0.043,0.418,-0.043,0.418,-0.043,,,,,,,,,,,,
,,,,,,0.395,0.038,0.395,0.038,0.418,-0.046,0.418,-0.038,,,,,,,,,,,,
,,,,,,0.395,0.04,0.395,0.046,0.418,-0.046,0.418,-0.055,,,,,,,,,,,,
,,,,,,0.396,0.031,0.396,0.043,0.417,-0.032,0.417,-0.034,,,,,,,,,,,,
,,,,,,0.396,0.029,0.396,0.045,0.417,-0.041,0.417,-0.054,,,,,,,,,,,,
,,,,,,0.396,0.038,0.396,0.023,0.416,-0.034,0.416,-0.04,,,,,,,,,,,,
,,,,,,0.396,0.042,0.396,0.035,0.416,-0.041,0.416,-0.047,,,,,,,,,,,,
,,,,,,0.397,0.029,0.397,0.04,0.416,-0.052,0.416,-0.049,,,,,,,,,,,,
,,,,,,0.397,0.043,0.397,0.031,0.415,-0.031,0.415,-0.04,,,,,,,,,,,,
,,,,,,0.397,0.048,0.397,0.035,0.415,-0.06,0.415,-0.046,,,,,,,,,,,,
,,,,,,0.397,0.028,0.397,0.042,0.415,-0.035,0.415,-0.052,,,,,,,,,,,,
,,,,,,0.398,0.031,0.398,0.038,0.414,-0.051,0.414,-0.06,,,,,,,,,,,,
,,,,,,0.398,0.029,0.398,0.038,0.414,-0.031,0.414,-0.032,,,,,,,,,,,,
,,,,,,0.398,0.04,0.398,0.031,0.413,-0.047,0.413,-0.061,,,,,,,,,,,,
,,,,,,0.398,0.046,0.398,0.031,0.413,-0.052,0.413,-0.035,,,,,,,,,,,,
,,,,,,0.399,0.034,0.399,0.034,0.413,-0.044,0.413,-0.038,,,,,,,,,,,,
,,,,,,0.399,0.031,0.399,0.038,0.412,-0.051,0.412,-0.06,,,,,,,,,,,,
,,,,,,0.399,0.055,0.399,0.046,0.412,-0.041,0.412,-0.046,,,,,,,,,,,,
,,,,,,0.399,0.042,0.399,0.038,0.412,-0.044,0.412,-0.051,,,,,,,,,,,,
,,,,,,0.4,0.045,0.4,0.035,0.411,-0.035,0.411,-0.054,,,,,,,,,,,,
,,,,,,0.4,0.037,0.4,0.051,0.411,-0.057,0.411,-0.044,,,,,,,,,,,,
,,,,,,0.4,0.038,0.4,0.034,0.41,-0.032,0.41,-0.047,,,,,,,,,,,,
,,,,,,0.4,0.045,0.4,0.045,0.41,-0.047,0.41,-0.038,,,,,,,,,,,,
,,,,,,0.401,0.04,0.401,0.032,0.41,-0.052,0.41,-0.083,,,,,,,,,,,,
,,,,,,0.401,0.043,0.401,0.043,0.409,-0.037,0.409,-0.044,,,,,,,,,,,,
,,,,,,0.401,0.035,0.401,0.029,0.409,-0.041,0.409,-0.037,,,,,,,,,,,,
,,,,,,0.401,0.042,0.401,0.035,0.409,-0.043,0.409,-0.058,,,,,,,,,,,,
,,,,,,0.402,0.046,0.402,0.038,0.408,-0.034,0.408,-0.034,,,,,,,,,,,,
,,,,,,0.402,0.051,0.402,0.042,0.408,-0.054,0.408,-0.055,,,,,,,,,,,,
,,,,,,0.402,0.043,0.402,0.032,0.407,-0.034,0.407,-0.043,,,,,,,,,,,,
,,,,,,0.402,0.038,0.402,0.032,0.407,-0.049,0.407,-0.043,,,,,,,,,,,,
,,,,,,0.403,0.04,0.403,0.037,0.407,-0.043,0.407,-0.046,,,,,,,,,,,,
,,,,,,0.403,0.035,0.403,0.04,0.406,-0.049,0.406,-0.051,,,,,,,,,,,,
,,,,,,0.403,0.046,0.403,0.034,0.406,-0.044,0.406,-0.044,,,,,,,,,,,,
,,,,,,0.403,0.04,0.403,0.035,0.406,-0.031,0.406,-0.06,,,,,,,,,,,,
,,,,,,0.404,0.037,0.404,0.037,0.405,-0.018,0.405,-0.061,,,,,,,,,,,,
,,,,,,0.404,0.04,0.404,0.043,0.405,-0.047,0.405,-0.044,,,,,,,,,,,,
,,,,,,0.404,0.051,0.404,0.04,0.405,-0.035,0.405,-0.052,,,,,,,,,,,,
,,,,,,0.404,0.046,0.404,0.038,0.404,-0.055,0.404,-0.046,,,,,,,,,,,,
,,,,,,0.405,0.038,0.405,0.034,0.404,-0.058,0.404,-0.04,,,,,,,,,,,,
,,,,,,0.405,0.037,0.405,0.043,0.403,-0.038,0.403,-0.054,,,,,,,,,,,,
,,,,,,0.405,0.042,0.405,0.029,0.403,-0.052,0.403,-0.038,,,,,,,,,,,,
,,,,,,0.405,0.04,0.405,0.023,0.403,-0.06,0.403,-0.058,,,,,,,,,,,,
,,,,,,0.406,0.04,0.406,0.035,0.402,-0.058,0.402,-0.047,,,,,,,,,,,,
