E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
0.341,0.052,0.341,0.046,0.338,-0.07,0.338,-0.072,,,,,,,,,,,,,,,,
0.341,0.046,0.341,0.04,0.338,-0.072,0.338,-0.07,,,,,,,,,,,,,,,,
0.342,0.046,0.342,0.043,0.337,-0.072,0.337,-0.069,,,,,,,,,,,,,,,,
0.342,0.043,0.342,0.052,0.337,-0.072,0.337,-0.061,,,,,,,,,,,,,,,,
0.342,0.058,0.342,0.049,0.336,-0.069,0.336,-0.074,,,,,,,,,,,,,,,,
0.342,0.045,0.342,0.04,0.336,-0.074,0.336,-0.074,,,,,,,,,,,,,,,,
0.343,0.06,0.343,0.04,0.335,-0.075,0.335,-0.077,,,,,,,,,,,,,,,,
0.343,0.045,0.343,0.037,0.335,-0.08,0.335,-0.075,,,,,,,,,,,,,,,,
0.343,0.051,0.343,0.043,0.334,-0.077,0.334,-0.078,,,,,,,,,,,,,,,,
0.343,0.043,0.343,0.046,0.334,-0.08,0.334,-0.075,,,,,,,,,,,,,,,,
0.344,0.048,0.344,0.045,0.333,-0.081,0.333,-0.078,,,,,,,,,,,,,,,,
0.344,0.046,0.344,0.038,0.333,-0.074,0.333,-0.072,,,,,,,,,,,,,,,,
0.344,0.052,0.344,0.046,0.332,-0.083,0.332,-0.083,,,,,,,,,,,,,,,,
0.344,0.045,0.344,0.043,0.332,-0.084,0.332,-0.074,,,,,,,,,,,,,,,,
0.344,0.054,0.344,0.038,0.331,-0.081,0.331,-0.084,,,,,,,,,,,,,,,,
0.345,0.04,0.345,0.031,0.331,-0.081,0.331,-0.077,,,,,,,,,,,,,,,,
0.345,0.049,0.345,0.034,0.33,-0.08,0.33,-0.08,,,,,,,,,,,,,,,,
0.345,0.04,0.345,0.038,0.33,-0.081,0.33,-0.081,,,,,,,,,,,,,,,,
0.345,0.045,0.345,0.037,0.329,-0.084,0.329,-0.081,,,,,,,,,,,,,,,,
0.346,0.048,0.346,0.042,0.329,-0.078,0.329,-0.083,,,,,,,,,,,,,,,,
0.346,0.034,0.346,0.037,0.328,-0.081,0.328,-0.084,,,,,,,,,,,,,,,,
0.346,0.045,0.346,0.038,0.328,-0.086,0.328,-0.081,,,,,,,,,,,,,,,,
0.346,0.045,0.346,0.038,0.327,-0.092,0.327,-0.078,,,,,,,,,,,,,,,,
0.347,0.04,0.347,0.04,0.327,-0.087,0.327,-0.084,,,,,,,,,,,,,,,,
0.347,0.043,0.347,0.037,0.326,-0.078,0.326,-0.081,,,,,,,,,,,,,,,,
0.347,0.048,0.347,0.034,0.326,-0.089,0.326,-0.075,,,,,,,,,,,,,,,,
0.347,0.04,0.347,0.045,0.325,-0.081,0.325,-0.089,,,,,,,,,,,,,,,,
0.348,0.037,0.348,0.032,0.325,-0.087,0.325,-0.086,,,,,,,,,,,,,,,,
0.348,0.031,0.348,0.034,0.324,-0.089,0.324,-0.084,,,,,,,,,,,,,,,,
0.348,0.04,0.348,0.04,0.324,-0.095,0.324,-0.084,,,,,,,,,,,,,,,,
0.348,0.037,0.348,0.045,0.323,-0.093,0.323,-0.081,,,,,,,,,,,,,,,,
0.349,0.035,0.349,0.028,0.323,-0.087,0.323,-0.093,,,,,,,,,,,,,,,,
0.349,0.048,0.349,0.045,0.322,-0.083,0.322,-0.095,,,,,,,,,,,,,,,,
0.349,0.034,0.349,0.037,0.322,-0.093,0.322,-0.078,,,,,,,,,,,,,,,,
0.349,0.037,0.349,0.035,0.321,-0.09,0.321,-0.087,,,,,,,,,,,,,,,,
0.35,0.034,0.35,0.029,0.321,-0.09,0.321,-0.089,,,,,,,,,,,,,,,,
0.35,0.045,0.35,0.025,0.32,-0.093,0.32,-0.09,,,,,,,,,,,,,,,,
0.35,0.04,0.35,0.034,0.32,-0.087,0.32,-0.092,,,,,,,,,,,,,,,,
0.35,0.038,0.35,0.028,0.319,-0.095,0.319,-0.093,,,,,,,,,,,,,,,,
0.351,0.035,0.351,0.04,0.319,-0.092,0.319,-0.09,,,,,,,,,,,,,,,,
0.351,0.032,0.351,0.029,0.318,-0.095,0.318,-0.09,,,,,,,,,,,,,,,,
0.351,0.037,0.351,0.037,0.318,-0.097,0.318,-0.086,,,,,,,,,,,,,,,,
0.351,0.04,0.351,0.038,0.317,-0.104,0.317,-0.092,,,,,,,,,,,,,,,,
0.352,0.034,0.352,0.023,0.317,-0.093,0.317,-0.093,,,,,,,,,,,,,,,,
0.352,0.032,0.352,0.025,0.316,-0.093,0.316,-0.092,,,,,,,,,,,,,,,,
0.352,0.029,0.352,0.025,0.316,-0.092,0.316,-0.089,,,,,,,,,,,,,,,,
0.352,0.037,0.352,0.028,0.315,-0.095,0.315,-0.093,,,,,,,,,,,,,,,,
0.353,0.034,0.353,0.034,0.315,-0.089,0.315,-0.095,,,,,,,,,,,,,,,,
0.353,0.035,0.353,0.029,0.314,-0.095,0.314,-0.097,,,,,,,,,,,,,,,,
0.353,0.034,0.353,0.037,0.314,-0.097,0.314,-0.093,,,,,,,,,,,,,,,,
0.353,0.034,0.353,0.029,0.313,-0.087,0.313,-0.093,,,,,,,,,,,,,,,,
0.354,0.031,0.354,0.037,0.313,-0.089,0.313,-0.097,,,,,,,,,,,,,,,,
0.354,0.028,0.354,0.025,0.312,-0.097,0.312,-0.09,,,,,,,,,,,,,,,,
0.354,0.035,0.354,0.032,0.311,-0.095,0.311,-0.093,,,,,,,,,,,,,,,,
0.354,0.034,0.354,0.029,0.311,-0.095,0.311,-0.093,,,,,,,,,,,,,,,,
0.355,0.037,0.355,0.019,0.31,-0.095,0.31,-0.093,,,,,,,,,,,,,,,,
0.355,0.025,0.355,0.035,0.31,-0.098,0.31,-0.097,,,,,,,,,,,,,,,,
0.355,0.031,0.355,0.025,0.309,-0.098,0.309,-0.089,,,,,,,,,,,,,,,,
0.355,0.038,0.355,0.028,0.309,-0.098,0.309,-0.09,,,,,,,,,,,,,,,,
0.356,0.028,0.356,0.029,0.308,-0.097,0.308,-0.093,,,,,,,,,,,,,,,,
0.356,0.038,0.356,0.028,0.308,-0.098,0.308,-0.095,,,,,,,,,,,,,,,,
0.356,0.035,0.356,0.032,0.307,-0.097,0.307,-0.092,,,,,,,,,,,,,,,,
0.356,0.038,0.356,0.035,0.307,-0.095,0.307,-0.093,,,,,,,,,,,,,,,,
0.357,0.031,0.357,0.026,0.306,-0.097,0.306,-0.095,,,,,,,,,,,,,,,,
0.357,0.026,0.357,0.031,0.306,-0.101,0.306,-0.093,,,,,,,,,,,,,,,,
0.357,0.034,0.357,0.028,0.305,-0.095,0.305,-0.092,,,,,,,,,,,,,,,,
0.357,0.031,0.357,0.032,0.305,-0.103,0.305,-0.095,,,,,,,,,,,,,,,,
0.358,0.026,0.358,0.025,0.304,-0.097,0.304,-0.093,,,,,,,,,,,,,,,,
0.358,0.037,0.358,0.028,0.304,-0.101,0.304,-0.098,,,,,,,,,,,,,,,,
0.358,0.029,0.358,0.028,0.303,-0.098,0.303,-0.097,,,,,,,,,,,,,,,,
0.358,0.04,0.358,0.022,0.303,-0.106,0.303,-0.092,,,,,,,,,,,,,,,,
0.359,0.025,0.359,0.02,0.302,-0.1,0.302,-0.101,,,,,,,,,,,,,,,,
0.359,0.042,0.359,0.043,0.302,-0.1,0.302,-0.093,,,,,,,,,,,,,,,,
0.359,0.028,0.359,0.017,0.301,-0.11,0.301,-0.098,,,,,,,,,,,,,,,,
0.359,0.031,0.359,0.038,0.301,-0.106,0.301,-0.101,,,,,,,,,,,,,,,,
0.36,0.023,0.36,0.02,0.3,-0.097,0.3,-0.098,,,,,,,,,,,,,,,,
0.36,0.032,0.36,0.022,0.3,-0.107,0.3,-0.098,,,,,,,,,,,,,,,,
0.36,0.031,0.36,0.046,0.299,-0.1,0.299,-0.097,,,,,,,,,,,,,,,,
0.36,0.035,0.36,0.012,0.299,-0.109,0.299,-0.101,,,,,,,,,,,,,,,,
0.361,0.028,0.361,0.023,0.298,-0.101,0.298,-0.104,,,,,,,,,,,,,,,,
0.361,0.042,0.361,0.028,0.298,-0.098,0.298,-0.104,,,,,,,,,,,,,,,,
0.361,0.035,0.361,0.031,0.297,-0.104,0.297,-0.1,,,,,,,,,,,,,,,,
0.361,0.032,0.361,0.015,0.297,-0.107,0.297,-0.109,,,,,,,,,,,,,,,,
0.362,0.025,0.362,0.022,0.296,-0.103,0.296,-0.104,,,,,,,,,,,,,,,,
0.362,0.026,0.362,0.034,0.296,-0.107,0.296,-0.1,,,,,,,,,,,,,,,,
0.362,0.035,0.362,0.023,0.295,-0.107,0.295,-0.103,,,,,,,,,,,,,,,,
0.362,0.037,0.362,0.034,0.295,-0.106,0.295,-0.106,,,,,,,,,,,,,,,,
0.363,0.029,0.363,0.022,0.294,-0.109,0.294,-0.106,,,,,,,,,,,,,,,,
0.363,0.035,0.363,0.025,0.294,-0.112,0.294,-0.112,,,,,,,,,,,,,,,,
0.363,0.02,0.363,0.022,0.293,-0.11,0.293,-0.11,,,,,,,,,,,,,,,,
0.363,0.031,0.363,0.031,0.293,-0.112,0.293,-0.113,,,,,,,,,,,,,,,,
0.364,0.032,0.364,0.026,0.292,-0.104,0.292,-0.109,,,,,,,,,,,,,,,,
0.364,0.032,0.364,0.022,0.292,-0.113,0.292,-0.11,,,,,,,,,,,,,,,,
0.364,0.037,0.364,0.028,0.291,-0.113,0.291,-0.109,,,,,,,,,,,,,,,,
0.364,0.032,0.364,0.023,0.291,-0.12,0.291,-0.118,,,,,,,,,,,,,,,,
0.365,0.032,0.365,0.026,0.29,-0.113,0.29,-0.118,,,,,,,,,,,,,,,,
0.365,0.034,0.365,0.026,0.29,-0.118,0.29,-0.103,,,,,,,,,,,,,,,,
0.365,0.028,0.365,0.035,0.289,-0.118,0.289,-0.118,,,,,,,,,,,,,,,,
0.365,0.028,0.365,0.022,0.289,-0.123,0.289,-0.116,,,,,,,,,,,,,,,,
0.366,0.032,0.366,0.025,0.288,-0.12,0.288,-0.12,,,,,,,,,,,,,,,,
0.366,0.032,0.366,0.032,0.288,-0.118,0.288,-0.116,,,,,,,,,,,,,,,,
0.366,0.026,0.366,0.02,0.287,-0.126,0.287,-0.118,,,,,,,,,,,,,,,,
0.366,0.035,0.366,0.037,0.287,-0.127,0.287,-0.116,,,,,,,,,,,,,,,,
0.367,0.029,0.367,0.026,0.286,-0.123,0.286,-0.13,,,,,,,,,,,,,,,,
0.367,0.032,0.367,0.025,0.286,-0.124,0.286,-0.136,,,,,,,,,,,,,,,,
0.367,0.045,0.367,0.022,0.285,-0.126,0.285,-0.118,,,,,,,,,,,,,,,,
0.367,0.034,0.367,0.031,0.285,-0.129,0.285,-0.126,,,,,,,,,,,,,,,,
0.368,0.034,0.368,0.019,0.284,-0.127,0.284,-0.127,,,,,,,,,,,,,,,,
0.368,0.025,0.368,0.031,0.284,-0.123,0.284,-0.132,,,,,,,,,,,,,,,,
0.368,0.023,0.368,0.022,0.283,-0.13,0.283,-0.123,,,,,,,,,,,,,,,,
0.368,0.022,0.368,0.028,0.283,-0.132,0.283,-0.126,,,,,,,,,,,,,,,,
0.369,0.026,0.369,0.02,0.282,-0.133,0.282,-0.127,,,,,,,,,,,,,,,,
0.369,0.042,0.369,0.031,0.282,-0.121,0.282,-0.13,,,,,,,,,,,,,,,,
0.369,0.037,0.369,0.02,0.281,-0.13,0.281,-0.121,,,,,,,,,,,,,,,,
0.369,0.025,0.369,0.023,0.281,-0.136,0.281,-0.138,,,,,,,,,,,,,,,,
0.37,0.02,0.37,0.023,0.281,-0.13,0.281,-0.121,,,,,,,,,,,,,,,,
0.37,0.026,0.37,0.031,0.28,-0.127,0.28,-0.129,,,,,,,,,,,,,,,,
0.37,0.029,0.37,0.019,0.28,-0.13,0.28,-0.129,,,,,,,,,,,,,,,,
0.37,0.037,0.37,0.025,0.279,-0.127,0.279,-0.133,,,,,,,,,,,,,,,,
0.371,0.026,0.371,0.028,0.279,-0.132,0.279,-0.13,,,,,,,,,,,,,,,,
0.371,0.026,0.371,0.026,0.278,-0.135,0.278,-0.136,,,,,,,,,,,,,,,,
0.371,0.028,0.371,0.032,0.278,-0.139,0.278,-0.133,,,,,,,,,,,,,,,,
0.371,0.028,0.371,0.032,0.277,-0.15,0.277,-0.136,,,,,,,,,,,,,,,,
0.372,0.022,0.372,0.02,0.277,-0.136,0.277,-0.135,,,,,,,,,,,,,,,,
0.372,0.029,0.372,0.025,0.276,-0.144,0.276,-0.141,,,,,,,,,,,,,,,,
0.372,0.038,0.372,0.026,0.276,-0.143,0.276,-0.129,,,,,,,,,,,,,,,,
0.372,0.035,0.372,0.031,0.275,-0.144,0.275,-0.143,,,,,,,,,,,,,,,,
0.373,0.028,0.373,0.031,0.275,-0.138,0.275,-0.133,,,,,,,,,,,,,,,,
0.373,0.028,0.373,0.028,0.274,-0.135,0.274,-0.146,,,,,,,,,,,,,,,,
0.373,0.028,0.373,0.022,0.274,-0.147,0.274,-0.138,,,,,,,,,,,,,,,,
0.373,0.023,0.373,0.019,0.273,-0.152,0.273,-0.147,,,,,,,,,,,,,,,,
0.374,0.025,0.374,0.023,0.273,-0.144,0.273,-0.147,,,,,,,,,,,,,,,,
0.374,0.035,0.374,0.023,0.272,-0.15,0.272,-0.144,,,,,,,,,,,,,,,,
0.374,0.026,0.374,0.031,0.272,-0.155,0.272,-0.149,,,,,,,,,,,,,,,,
0.375,0.028,0.375,0.023,0.271,-0.146,0.271,-0.147,,,,,,,,,,,,,,,,
0.375,0.029,0.375,0.02,0.271,-0.152,0.271,-0.147,,,,,,,,,,,,,,,,
0.375,0.022,0.375,0.022,0.27,-0.149,0.27,-0.152,,,,,,,,,,,,,,,,
0.375,0.026,0.375,0.019,0.27,-0.152,0.27,-0.15,,,,,,,,,,,,,,,,
0.376,0.032,0.376,0.022,0.269,-0.15,0.269,-0.15,,,,,,,,,,,,,,,,
0.376,0.028,0.376,0.009,0.269,-0.15,0.269,-0.153,,,,,,,,,,,,,,,,
0.376,0.029,0.376,0.022,0.268,-0.152,0.268,-0.156,,,,,,,,,,,,,,,,
0.376,0.029,0.376,0.032,0.268,-0.149,0.268,-0.153,,,,,,,,,,,,,,,,
0.377,0.035,0.377,0.028,0.267,-0.166,0.267,-0.153,,,,,,,,,,,,,,,,
0.377,0.023,0.377,0.019,0.267,-0.152,0.267,-0.156,,,,,,,,,,,,,,,,
0.377,0.038,0.377,0.035,0.266,-0.15,0.266,-0.155,,,,,,,,,,,,,,,,
0.377,0.028,0.377,0.026,0.266,-0.159,0.266,-0.153,,,,,,,,,,,,,,,,
0.378,0.022,0.378,0.031,0.265,-0.161,0.265,-0.156,,,,,,,,,,,,,,,,
0.378,0.028,0.378,0.022,0.265,-0.162,0.265,-0.169,,,,,,,,,,,,,,,,
0.378,0.023,0.378,0.034,0.264,-0.166,0.264,-0.149,,,,,,,,,,,,,,,,
0.378,0.037,0.378,0.017,0.264,-0.158,0.264,-0.162,,,,,,,,,,,,,,,,
0.379,0.038,0.379,0.026,0.263,-0.162,0.263,-0.167,,,,,,,,,,,,,,,,
0.379,0.012,0.379,0.014,0.263,-0.158,0.263,-0.167,,,,,,,,,,,,,,,,
0.379,0.037,0.379,0.037,0.262,-0.159,0.262,-0.162,,,,,,,,,,,,,,,,
0.379,0.023,0.379,0.019,0.262,-0.164,0.262,-0.159,,,,,,,,,,,,,,,,
0.38,0.028,0.38,0.031,0.261,-0.152,0.261,-0.164,,,,,,,,,,,,,,,,
0.38,0.035,0.38,0.026,0.261,-0.162,0.261,-0.172,,,,,,,,,,,,,,,,
0.38,0.028,0.38,0.023,0.26,-0.17,0.26,-0.17,,,,,,,,,,,,,,,,
0.38,0.031,0.38,0.022,0.26,-0.166,0.26,-0.169,,,,,,,,,,,,,,,,
0.381,0.031,0.381,0.017,0.259,-0.179,0.259,-0.169,,,,,,,,,,,,,,,,
0.381,0.031,0.381,0.023,0.259,-0.175,0.259,-0.175,,,,,,,,,,,,,,,,
0.381,0.026,0.381,0.031,0.258,-0.175,0.258,-0.175,,,,,,,,,,,,,,,,
0.381,0.029,0.381,0.022,0.258,-0.175,0.258,-0.175,,,,,,,,,,,,,,,,
0.382,0.022,0.382,0.037,0.257,-0.179,0.257,-0.169,,,,,,,,,,,,,,,,
0.382,0.025,0.382,0.022,0.257,-0.176,0.257,-0.17,,,,,,,,,,,,,,,,
0.382,0.037,0.382,0.028,0.256,-0.17,0.256,-0.179,,,,,,,,,,,,,,,,
0.382,0.022,0.382,0.031,0.256,-0.176,0.256,-0.172,,,,,,,,,,,,,,,,
0.383,0.029,0.383,0.034,0.255,-0.184,0.255,-0.175,,,,,,,,,,,,,,,,
0.383,0.034,0.383,0.031,0.255,-0.172,0.255,-0.178,,,,,,,,,,,,,,,,
0.383,0.026,0.383,0.023,0.254,-0.181,0.254,-0.184,,,,,,,,,,,,,,,,
0.383,0.022,0.383,0.028,0.254,-0.182,0.254,-0.179,,,,,,,,,,,,,,,,
0.384,0.035,0.384,0.019,0.253,-0.181,0.253,-0.187,,,,,,,,,,,,,,,,
0.384,0.029,0.384,0.037,0.253,-0.178,0.253,-0.184,,,,,,,,,,,,,,,,
0.384,0.037,0.384,0.012,0.252,-0.181,0.252,-0.185,,,,,,,,,,,,,,,,
0.384,0.026,0.384,0.025,0.252,-0.185,0.252,-0.181,,,,,,,,,,,,,,,,
0.385,0.048,0.385,0.031,0.251,-0.193,0.251,-0.19,,,,,,,,,,,,,,,,
0.385,0.02,0.385,0.028,0.251,-0.192,0.251,-0.189,,,,,,,,,,,,,,,,
0.385,0.028,0.385,0.025,0.25,-0.189,0.25,-0.192,,,,,,,,,,,,,,,,
0.385,0.025,0.385,0.02,0.25,-0.193,0.25,-0.185,,,,,,,,,,,,,,,,
0.386,0.025,0.386,0.023,0.249,-0.198,0.249,-0.201,,,,,,,,,,,,,,,,
0.386,0.034,0.386,0.034,0.248,-0.192,0.248,-0.192,,,,,,,,,,,,,,,,
0.386,0.029,0.386,0.02,0.248,-0.195,0.248,-0.195,,,,,,,,,,,,,,,,
0.386,0.023,0.386,0.025,0.247,-0.202,0.247,-0.195,,,,,,,,,,,,,,,,
0.387,0.029,0.387,0.023,0.247,-0.198,0.247,-0.199,,,,,,,,,,,,,,,,
0.387,0.028,0.387,0.031,0.246,-0.198,0.246,-0.204,,,,,,,,,,,,,,,,
0.387,0.022,0.387,0.019,0.246,-0.199,0.246,-0.199,,,,,,,,,,,,,,,,
0.387,0.025,0.387,0.043,0.245,-0.202,0.245,-0.198,,,,,,,,,,,,,,,,
0.388,0.02,0.388,0.02,0.245,-0.207,0.245,-0.201,,,,,,,,,,,,,,,,
0.388,0.025,0.388,0.014,0.244,-0.199,0.244,-0.201,,,,,,,,,,,,,,,,
0.388,0.02,0.388,0.026,0.244,-0.199,0.244,-0.208,,,,,,,,,,,,,,,,
0.388,0.032,0.388,0.028,0.243,-0.208,0.243,-0.208,,,,,,,,,,,,,,,,
0.389,0.025,0.389,0.029,0.243,-0.212,0.243,-0.208,,,,,,,,,,,,,,,,
0.389,0.029,0.389,0.032,0.242,-0.21,0.242,-0.208,,,,,,,,,,,,,,,,
0.389,0.038,0.389,0.046,0.242,-0.208,0.242,-0.201,,,,,,,,,,,,,,,,
0.389,0.031,0.389,0.023,0.241,-0.216,0.241,-0.212,,,,,,,,,,,,,,,,
0.39,0.037,0.39,0.022,0.241,-0.221,0.241,-0.215,,,,,,,,,,,,,,,,
0.39,0.025,0.39,0.028,0.24,-0.219,0.24,-0.212,,,,,,,,,,,,,,,,
0.39,0.025,0.39,0.014,0.24,-0.218,0.24,-0.216,,,,,,,,,,,,,,,,
0.39,0.028,0.39,0.022,0.239,-0.219,0.239,-0.216,,,,,,,,,,,,,,,,
0.391,0.025,0.391,0.023,0.239,-0.225,0.239,-0.224,,,,,,,,,,,,,,,,
0.391,0.023,0.391,0.02,0.238,-0.227,0.238,-0.225,,,,,,,,,,,,,,,,
0.391,0.034,0.391,0.026,0.238,-0.227,0.238,-0.224,,,,,,,,,,,,,,,,
0.391,0.038,0.391,0.031,0.237,-0.231,0.237,-0.224,,,,,,,,,,,,,,,,
0.392,0.028,0.392,0.023,0.237,-0.235,0.237,-0.235,,,,,,,,,,,,,,,,
0.392,0.029,0.392,0.023,0.236,-0.233,0.236,-0.222,,,,,,,,,,,,,,,,
0.392,0.02,0.392,0.019,0.236,-0.238,0.236,-0.235,,,,,,,,,,,,,,,,
0.392,0.028,0.392,0.02,0.235,-0.238,0.235,-0.238,,,,,,,,,,,,,,,,
0.393,0.029,0.393,0.023,0.235,-0.241,0.235,-0.239,,,,,,,,,,,,,,,,
0.393,0.02,0.393,0.022,0.234,-0.242,0.234,-0.228,,,,,,,,,,,,,,,,
0.393,0.028,0.393,0.022,0.234,-0.241,0.234,-0.239,,,,,,,,,,,,,,,,
0.393,0.026,0.393,0.026,0.234,-0.248,0.234,-0.238,,,,,,,,,,,,,,,,
0.394,0.031,0.394,0.028,0.233,-0.251,0.233,-0.251,,,,,,,,,,,,,,,,
0.394,0.023,0.394,0.02,0.233,-0.25,0.233,-0.248,,,,,,,,,,,,,,,,
0.394,0.028,0.394,0.026,0.232,-0.251,0.232,-0.245,,,,,,,,,,,,,,,,
0.394,0.017,0.394,0.025,0.232,-0.254,0.232,-0.241,,,,,,,,,,,,,,,,
0.395,0.031,0.395,0.037,0.231,-0.259,0.231,-0.253,,,,,,,,,,,,,,,,
0.395,0.022,0.395,0.034,0.231,-0.251,0.231,-0.253,,,,,,,,,,,,,,,,
0.395,0.034,0.395,0.031,0.23,-0.264,0.23,-0.248,,,,,,,,,,,,,,,,
0.395,0.031,0.395,0.028,0.23,-0.259,0.23,-0.25,,,,,,,,,,,,,,,,
0.396,0.04,0.396,0.029,0.229,-0.267,0.229,-0.262,,,,,,,,,,,,,,,,
0.396,0.026,0.396,0.032,0.229,-0.262,0.229,-0.261,,,,,,,,,,,,,,,,
0.396,0.031,0.396,0.031,0.228,-0.264,0.228,-0.265,,,,,,,,,,,,,,,,
0.396,0.028,0.396,0.031,0.228,-0.27,0.228,-0.265,,,,,,,,,,,,,,,,
0.397,0.034,0.397,0.02,0.227,-0.273,0.227,-0.276,,,,,,,,,,,,,,,,
0.397,0.025,0.397,0.02,0.227,-0.267,0.227,-0.273,,,,,,,,,,,,,,,,
0.397,0.028,0.397,0.023,0.226,-0.268,0.226,-0.274,,,,,,,,,,,,,,,,
0.397,0.034,0.397,0.028,0.226,-0.278,0.226,-0.268,,,,,,,,,,,,,,,,
0.398,0.023,0.398,0.029,0.225,-0.281,0.225,-0.265,,,,,,,,,,,,,,,,
0.398,0.028,0.398,0.023,0.225,-0.278,0.225,-0.268,,,,,,,,,,,,,,,,
0.398,0.029,0.398,0.02,0.224,-0.284,0.224,-0.27,,,,,,,,,,,,,,,,
0.398,0.028,0.398,0.031,0.224,-0.284,0.224,-0.284,,,,,,,,,,,,,,,,
0.399,0.031,0.399,0.035,0.223,-0.288,0.223,-0.288,,,,,,,,,,,,,,,,
0.399,0.029,0.399,0.015,0.223,-0.285,0.223,-0.282,,,,,,,,,,,,,,,,
0.399,0.04,0.399,0.037,0.222,-0.282,0.222,-0.278,,,,,,,,,,,,,,,,
0.399,0.026,0.399,0.029,0.222,-0.299,0.222,-0.288,,,,,,,,,,,,,,,,
0.4,0.026,0.4,0.029,0.221,-0.297,0.221,-0.296,,,,,,,,,,,,,,,,
0.4,0.02,0.4,0.019,0.221,-0.288,0.221,-0.294,,,,,,,,,,,,,,,,
0.4,0.031,0.4,0.022,0.22,-0.299,0.22,-0.294,,,,,,,,,,,,,,,,
0.4,0.029,0.4,0.022,0.22,-0.304,0.22,-0.297,,,,,,,,,,,,,,,,
0.401,0.031,0.401,0.031,0.219,-0.305,0.219,-0.307,,,,,,,,,,,,,,,,
0.401,0.032,0.401,0.028,0.219,-0.307,0.219,-0.297,,,,,,,,,,,,,,,,
0.401,0.028,0.401,0.022,0.218,-0.308,0.218,-0.307,,,,,,,,,,,,,,,,
0.401,0.037,0.401,0.032,0.217,-0.31,0.217,-0.305,,,,,,,,,,,,,,,,
0.402,0.028,0.402,0.032,0.217,-0.317,0.217,-0.308,,,,,,,,,,,,,,,,
0.402,0.022,0.402,0.028,0.216,-0.311,0.216,-0.305,,,,,,,,,,,,,,,,
0.402,0.031,0.402,0.049,0.216,-0.314,0.216,-0.316,,,,,,,,,,,,,,,,
0.402,0.04,0.402,0.028,0.215,-0.327,0.215,-0.314,,,,,,,,,,,,,,,,
0.403,0.023,0.403,0.028,0.215,-0.331,0.215,-0.327,,,,,,,,,,,,,,,,
0.403,0.028,0.403,0.025,0.214,-0.327,0.214,-0.32,,,,,,,,,,,,,,,,
0.403,0.025,0.403,0.023,0.214,-0.32,0.214,-0.32,,,,,,,,,,,,,,,,
0.403,0.038,0.403,0.025,0.213,-0.327,0.213,-0.322,,,,,,,,,,,,,,,,
0.404,0.029,0.404,0.026,0.213,-0.339,0.213,-0.328,,,,,,,,,,,,,,,,
0.404,0.023,0.404,0.026,0.212,-0.334,0.212,-0.331,,,,,,,,,,,,,,,,
0.404,0.026,0.404,0.029,0.212,-0.337,0.212,-0.328,,,,,,,,,,,,,,,,
0.404,0.026,0.404,0.026,0.211,-0.334,0.211,-0.328,,,,,,,,,,,,,,,,
0.405,0.034,0.405,0.029,0.211,-0.35,0.211,-0.351,,,,,,,,,,,,,,,,
0.405,0.028,0.405,0.025,0.21,-0.343,0.21,-0.347,,,,,,,,,,,,,,,,
0.405,0.037,0.405,0.022,0.21,-0.351,0.21,-0.339,,,,,,,,,,,,,,,,
0.405,0.031,0.405,0.031,0.209,-0.342,0.209,-0.34,,,,,,,,,,,,,,,,
0.406,0.029,0.406,0.035,0.209,-0.354,0.209,-0.35,,,,,,,,,,,,,,,,
0.406,0.023,0.406,0.029,0.208,-0.348,0.208,-0.348,,,,,,,,,,,,,,,,
0.406,0.029,0.406,0.026,0.208,-0.357,0.208,-0.354,,,,,,,,,,,,,,,,
0.406,0.031,0.406,0.029,0.207,-0.363,0.207,-0.348,,,,,,,,,,,,,,,,
0.406,0.022,0.406,0.025,0.207,-0.366,0.207,-0.353,,,,,,,,,,,,,,,,
0.407,0.025,0.407,0.022,0.206,-0.366,0.206,-0.354,,,,,,,,,,,,,,,,
0.407,0.04,0.407,0.028,0.206,-0.368,0.206,-0.357,,,,,,,,,,,,,,,,
0.407,0.025,0.407,0.026,0.205,-0.363,0.205,-0.357,,,,,,,,,,,,,,,,
0.407,0.026,0.407,0.034,0.205,-0.374,0.205,-0.376,,,,,,,,,,,,,,,,
0.408,0.034,0.408,0.028,0.204,-0.371,0.204,-0.36,,,,,,,,,,,,,,,,
0.408,0.028,0.408,0.028,0.204,-0.373,0.204,-0.371,,,,,,,,,,,,,,,,
0.408,0.034,0.408,0.029,0.203,-0.376,0.203,-0.37,,,,,,,,,,,,,,,,
0.408,0.031,0.408,0.022,0.203,-0.386,0.203,-0.38,,,,,,,,,,,,,,,,
0.409,0.02,0.409,0.02,0.203,-0.379,0.203,-0.38,,,,,,,,,,,,,,,,
0.409,0.032,0.409,0.046,0.202,-0.38,0.202,-0.37,,,,,,,,,,,,,,,,
0.409,0.037,0.409,0.025,0.202,-0.391,0.202,-0.386,,,,,,,,,,,,,,,,
0.409,0.028,0.409,0.02,0.201,-0.394,0.201,-0.382,,,,,,,,,,,,,,,,
0.41,0.031,0.41,0.028,0.201,-0.389,0.201,-0.394,,,,,,,,,,,,,,,,
0.41,0.038,0.41,0.028,0.2,-0.399,0.2,-0.393,,,,,,,,,,,,,,,,
