E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
0.272,0.055,0.272,0.061,0.476,-0.031,0.476,-0.028,,,,,,,,,,,,,,,,
0.272,0.063,0.272,0.054,0.476,-0.026,0.476,-0.034,,,,,,,,,,,,,,,,
0.272,0.061,0.272,0.052,0.475,-0.026,0.475,-0.026,,,,,,,,,,,,,,,,
0.273,0.063,0.273,0.063,0.475,-0.035,0.475,-0.034,,,,,,,,,,,,,,,,
0.273,0.068,0.273,0.058,0.474,-0.032,0.474,-0.028,,,,,,,,,,,,,,,,
0.273,0.071,0.273,0.065,0.474,-0.034,0.474,-0.031,,,,,,,,,,,,,,,,
0.273,0.069,0.273,0.058,0.473,-0.032,0.473,-0.031,,,,,,,,,,,,,,,,
0.274,0.069,0.274,0.054,0.473,-0.031,0.473,-0.026,,,,,,,,,,,,,,,,
0.274,0.065,0.274,0.055,0.472,-0.034,0.472,-0.035,,,,,,,,,,,,,,,,
0.274,0.069,0.274,0.055,0.472,-0.035,0.472,-0.029,,,,,,,,,,,,,,,,
0.274,0.061,0.274,0.069,0.471,-0.032,0.471,-0.032,,,,,,,,,,,,,,,,
0.275,0.06,0.275,0.054,0.471,-0.034,0.471,-0.035,,,,,,,,,,,,,,,,
0.275,0.058,0.275,0.057,0.47,-0.035,0.47,-0.037,,,,,,,,,,,,,,,,
0.275,0.069,0.275,0.068,0.47,-0.037,0.47,-0.029,,,,,,,,,,,,,,,,
0.275,0.071,0.275,0.068,0.469,-0.037,0.469,-0.032,,,,,,,,,,,,,,,,
0.276,0.063,0.276,0.055,0.469,-0.04,0.469,-0.032,,,,,,,,,,,,,,,,
0.276,0.069,0.276,0.058,0.469,-0.034,0.469,-0.031,,,,,,,,,,,,,,,,
0.276,0.069,0.276,0.051,0.468,-0.031,0.468,-0.029,,,,,,,,,,,,,,,,
0.276,0.069,0.276,0.065,0.468,-0.031,0.468,-0.034,,,,,,,,,,,,,,,,
0.277,0.075,0.277,0.054,0.467,-0.034,0.467,-0.029,,,,,,,,,,,,,,,,
0.277,0.065,0.277,0.061,0.467,-0.037,0.467,-0.034,,,,,,,,,,,,,,,,
0.277,0.06,0.277,0.054,0.466,-0.034,0.466,-0.035,,,,,,,,,,,,,,,,
0.277,0.058,0.277,0.054,0.466,-0.037,0.466,-0.041,,,,,,,,,,,,,,,,
0.278,0.06,0.278,0.055,0.465,-0.043,0.465,-0.038,,,,,,,,,,,,,,,,
0.278,0.06,0.278,0.055,0.465,-0.038,0.465,-0.035,,,,,,,,,,,,,,,,
0.278,0.069,0.278,0.06,0.464,-0.035,0.464,-0.035,,,,,,,,,,,,,,,,
0.278,0.071,0.278,0.051,0.464,-0.037,0.464,-0.034,,,,,,,,,,,,,,,,
0.279,0.06,0.279,0.054,0.463,-0.04,0.463,-0.035,,,,,,,,,,,,,,,,
0.279,0.065,0.279,0.052,0.463,-0.034,0.463,-0.04,,,,,,,,,,,,,,,,
0.279,0.075,0.279,0.065,0.462,-0.021,0.462,-0.035,,,,,,,,,,,,,,,,
0.279,0.065,0.279,0.06,0.462,-0.037,0.462,-0.041,,,,,,,,,,,,,,,,
0.28,0.069,0.28,0.054,0.461,-0.037,0.461,-0.043,,,,,,,,,,,,,,,,
0.28,0.058,0.28,0.058,0.461,-0.032,0.461,-0.04,,,,,,,,,,,,,,,,
0.28,0.063,0.28,0.061,0.46,-0.04,0.46,-0.04,,,,,,,,,,,,,,,,
0.28,0.061,0.28,0.063,0.46,-0.041,0.46,-0.04,,,,,,,,,,,,,,,,
0.281,0.061,0.281,0.052,0.459,-0.04,0.459,-0.034,,,,,,,,,,,,,,,,
0.281,0.043,0.281,0.054,0.459,-0.041,0.459,-0.043,,,,,,,,,,,,,,,,
0.281,0.063,0.281,0.058,0.458,-0.038,0.458,-0.049,,,,,,,,,,,,,,,,
0.281,0.058,0.281,0.065,0.458,-0.046,0.458,-0.04,,,,,,,,,,,,,,,,
0.281,0.061,0.281,0.054,0.457,-0.038,0.457,-0.04,,,,,,,,,,,,,,,,
0.282,0.057,0.282,0.052,0.457,-0.04,0.457,-0.035,,,,,,,,,,,,,,,,
0.282,0.065,0.282,0.058,0.456,-0.041,0.456,-0.043,,,,,,,,,,,,,,,,
0.282,0.052,0.282,0.061,0.456,-0.049,0.456,-0.046,,,,,,,,,,,,,,,,
0.282,0.061,0.282,0.058,0.455,-0.041,0.455,-0.049,,,,,,,,,,,,,,,,
0.283,0.051,0.283,0.055,0.455,-0.044,0.455,-0.044,,,,,,,,,,,,,,,,
0.283,0.058,0.283,0.061,0.454,-0.041,0.454,-0.046,,,,,,,,,,,,,,,,
0.283,0.052,0.283,0.054,0.454,-0.046,0.454,-0.047,,,,,,,,,,,,,,,,
0.283,0.061,0.283,0.054,0.453,-0.046,0.453,-0.04,,,,,,,,,,,,,,,,
0.284,0.081,0.284,0.052,0.453,-0.04,0.453,-0.052,,,,,,,,,,,,,,,,
0.284,0.061,0.284,0.048,0.452,-0.046,0.452,-0.047,,,,,,,,,,,,,,,,
0.284,0.058,0.284,0.054,0.452,-0.044,0.452,-0.051,,,,,,,,,,,,,,,,
0.284,0.057,0.284,0.06,0.451,-0.047,0.451,-0.051,,,,,,,,,,,,,,,,
0.285,0.055,0.285,0.052,0.451,-0.044,0.451,-0.044,,,,,,,,,,,,,,,,
0.285,0.063,0.285,0.054,0.45,-0.047,0.45,-0.043,,,,,,,,,,,,,,,,
0.285,0.061,0.285,0.052,0.45,-0.052,0.45,-0.046,,,,,,,,,,,,,,,,
0.285,0.058,0.285,0.054,0.449,-0.04,0.449,-0.052,,,,,,,,,,,,,,,,
0.286,0.055,0.286,0.052,0.449,-0.054,0.449,-0.047,,,,,,,,,,,,,,,,
0.286,0.058,0.286,0.049,0.448,-0.043,0.448,-0.047,,,,,,,,,,,,,,,,
0.286,0.055,0.286,0.065,0.448,-0.044,0.448,-0.044,,,,,,,,,,,,,,,,
0.286,0.061,0.286,0.068,0.447,-0.043,0.447,-0.041,,,,,,,,,,,,,,,,
0.287,0.051,0.287,0.054,0.447,-0.049,0.447,-0.049,,,,,,,,,,,,,,,,
0.287,0.055,0.287,0.055,0.446,-0.047,0.446,-0.049,,,,,,,,,,,,,,,,
0.287,0.06,0.287,0.048,0.446,-0.047,0.446,-0.049,,,,,,,,,,,,,,,,
0.287,0.054,0.287,0.063,0.445,-0.046,0.445,-0.046,,,,,,,,,,,,,,,,
0.288,0.052,0.288,0.054,0.445,-0.052,0.445,-0.047,,,,,,,,,,,,,,,,
0.288,0.043,0.288,0.058,0.444,-0.046,0.444,-0.049,,,,,,,,,,,,,,,,
0.288,0.046,0.288,0.054,0.444,-0.049,0.444,-0.044,,,,,,,,,,,,,,,,
0.288,0.057,0.288,0.046,0.443,-0.041,0.443,-0.046,,,,,,,,,,,,,,,,
0.289,0.057,0.289,0.048,0.443,-0.055,0.443,-0.047,,,,,,,,,,,,,,,,
0.289,0.066,0.289,0.055,0.442,-0.043,0.442,-0.046,,,,,,,,,,,,,,,,
0.289,0.058,0.289,0.048,0.442,-0.041,0.442,-0.046,,,,,,,,,,,,,,,,
0.289,0.054,0.289,0.051,0.441,-0.037,0.441,-0.047,,,,,,,,,,,,,,,,
0.29,0.061,0.29,0.046,0.441,-0.043,0.441,-0.047,,,,,,,,,,,,,,,,
0.29,0.058,0.29,0.04,0.44,-0.043,0.44,-0.044,,,,,,,,,,,,,,,,
0.29,0.055,0.29,0.051,0.44,-0.044,0.44,-0.041,,,,,,,,,,,,,,,,
0.29,0.049,0.29,0.06,0.439,-0.044,0.439,-0.046,,,,,,,,,,,,,,,,
0.291,0.052,0.291,0.052,0.439,-0.046,0.439,-0.041,,,,,,,,,,,,,,,,
0.291,0.063,0.291,0.051,0.438,-0.049,0.438,-0.049,,,,,,,,,,,,,,,,
0.291,0.058,0.291,0.057,0.438,-0.046,0.438,-0.055,,,,,,,,,,,,,,,,
0.291,0.054,0.291,0.046,0.437,-0.043,0.437,-0.041,,,,,,,,,,,,,,,,
0.292,0.057,0.292,0.046,0.436,-0.047,0.436,-0.049,,,,,,,,,,,,,,,,
0.292,0.049,0.292,0.052,0.436,-0.041,0.436,-0.046,,,,,,,,,,,,,,,,
0.292,0.055,0.292,0.048,0.435,-0.044,0.435,-0.047,,,,,,,,,,,,,,,,
0.292,0.065,0.292,0.049,0.435,-0.04,0.435,-0.051,,,,,,,,,,,,,,,,
0.293,0.049,0.293,0.054,0.434,-0.04,0.434,-0.051,,,,,,,,,,,,,,,,
0.293,0.058,0.293,0.052,0.434,-0.038,0.434,-0.04,,,,,,,,,,,,,,,,
0.293,0.054,0.293,0.048,0.433,-0.046,0.433,-0.046,,,,,,,,,,,,,,,,
0.293,0.065,0.293,0.057,0.433,-0.054,0.433,-0.046,,,,,,,,,,,,,,,,
0.294,0.052,0.294,0.061,0.432,-0.047,0.432,-0.047,,,,,,,,,,,,,,,,
0.294,0.06,0.294,0.052,0.432,-0.04,0.432,-0.043,,,,,,,,,,,,,,,,
0.294,0.052,0.294,0.055,0.431,-0.043,0.431,-0.051,,,,,,,,,,,,,,,,
0.294,0.058,0.294,0.055,0.431,-0.044,0.431,-0.049,,,,,,,,,,,,,,,,
0.295,0.042,0.295,0.057,0.43,-0.047,0.43,-0.044,,,,,,,,,,,,,,,,
0.295,0.063,0.295,0.052,0.43,-0.046,0.43,-0.043,,,,,,,,,,,,,,,,
0.295,0.054,0.295,0.049,0.429,-0.04,0.429,-0.049,,,,,,,,,,,,,,,,
0.295,0.061,0.295,0.046,0.429,-0.035,0.429,-0.044,,,,,,,,,,,,,,,,
0.296,0.048,0.296,0.054,0.428,-0.055,0.428,-0.044,,,,,,,,,,,,,,,,
0.296,0.052,0.296,0.052,0.428,-0.046,0.428,-0.043,,,,,,,,,,,,,,,,
0.296,0.055,0.296,0.06,0.427,-0.047,0.427,-0.054,,,,,,,,,,,,,,,,
0.296,0.057,0.296,0.057,0.427,-0.043,0.427,-0.044,,,,,,,,,,,,,,,,
0.297,0.052,0.297,0.065,0.426,-0.038,0.426,-0.046,,,,,,,,,,,,,,,,
0.297,0.052,0.297,0.052,0.426,-0.044,0.426,-0.043,,,,,,,,,,,,,,,,
0.297,0.054,0.297,0.054,0.425,-0.049,0.425,-0.047,,,,,,,,,,,,,,,,
0.297,0.06,0.297,0.058,0.425,-0.044,0.425,-0.054,,,,,,,,,,,,,,,,
0.298,0.065,0.298,0.058,0.424,-0.041,0.424,-0.043,,,,,,,,,,,,,,,,
0.298,0.054,0.298,0.052,0.424,-0.04,0.424,-0.044,,,,,,,,,,,,,,,,
0.298,0.061,0.298,0.052,0.423,-0.052,0.423,-0.047,,,,,,,,,,,,,,,,
0.298,0.051,0.298,0.048,0.423,-0.044,0.423,-0.046,,,,,,,,,,,,,,,,
0.299,0.057,0.299,0.051,0.422,-0.044,0.422,-0.046,,,,,,,,,,,,,,,,
0.299,0.077,0.299,0.048,0.422,-0.038,0.422,-0.04,,,,,,,,,,,,,,,,
0.299,0.049,0.299,0.049,0.421,-0.044,0.421,-0.051,,,,,,,,,,,,,,,,
0.299,0.055,0.299,0.054,0.421,-0.047,0.421,-0.049,,,,,,,,,,,,,,,,
0.3,0.052,0.3,0.046,0.42,-0.049,0.42,-0.052,,,,,,,,,,,,,,,,
0.3,0.055,0.3,0.057,0.42,-0.04,0.42,-0.049,,,,,,,,,,,,,,,,
0.3,0.063,0.3,0.048,0.419,-0.044,0.419,-0.052,,,,,,,,,,,,,,,,
0.3,0.063,0.3,0.051,0.419,-0.051,0.419,-0.043,,,,,,,,,,,,,,,,
0.301,0.048,0.301,0.046,0.418,-0.051,0.418,-0.051,,,,,,,,,,,,,,,,
0.301,0.058,0.301,0.049,0.418,-0.051,0.418,-0.046,,,,,,,,,,,,,,,,
0.301,0.054,0.301,0.049,0.417,-0.043,0.417,-0.055,,,,,,,,,,,,,,,,
0.301,0.057,0.301,0.055,0.417,-0.051,0.417,-0.043,,,,,,,,,,,,,,,,
0.302,0.055,0.302,0.051,0.416,-0.041,0.416,-0.046,,,,,,,,,,,,,,,,
0.302,0.058,0.302,0.045,0.416,-0.049,0.416,-0.044,,,,,,,,,,,,,,,,
0.302,0.052,0.302,0.037,0.415,-0.043,0.415,-0.052,,,,,,,,,,,,,,,,
0.302,0.057,0.302,0.048,0.415,-0.047,0.415,-0.047,,,,,,,,,,,,,,,,
0.303,0.058,0.303,0.055,0.414,-0.054,0.414,-0.043,,,,,,,,,,,,,,,,
0.303,0.066,0.303,0.052,0.414,-0.047,0.414,-0.043,,,,,,,,,,,,,,,,
0.303,0.055,0.303,0.054,0.413,-0.044,0.413,-0.046,,,,,,,,,,,,,,,,
0.303,0.058,0.303,0.04,0.413,-0.046,0.413,-0.049,,,,,,,,,,,,,,,,
0.304,0.055,0.304,0.052,0.412,-0.046,0.412,-0.047,,,,,,,,,,,,,,,,
0.304,0.055,0.304,0.048,0.412,-0.047,0.412,-0.046,,,,,,,,,,,,,,,,
0.304,0.057,0.304,0.055,0.411,-0.049,0.411,-0.051,,,,,,,,,,,,,,,,
0.304,0.058,0.304,0.057,0.411,-0.046,0.411,-0.049,,,,,,,,,,,,,,,,
0.305,0.051,0.305,0.034,0.41,-0.044,0.41,-0.054,,,,,,,,,,,,,,,,
0.305,0.055,0.305,0.046,0.41,-0.051,0.41,-0.052,,,,,,,,,,,,,,,,
0.305,0.057,0.305,0.057,0.409,-0.054,0.409,-0.046,,,,,,,,,,,,,,,,
0.305,0.06,0.305,0.06,0.409,-0.046,0.409,-0.046,,,,,,,,,,,,,,,,
0.306,0.063,0.306,0.048,0.408,-0.049,0.408,-0.055,,,,,,,,,,,,,,,,
0.306,0.055,0.306,0.046,0.408,-0.052,0.408,-0.049,,,,,,,,,,,,,,,,
0.306,0.052,0.306,0.057,0.407,-0.049,0.407,-0.046,,,,,,,,,,,,,,,,
0.306,0.061,0.306,0.054,0.407,-0.049,0.407,-0.051,,,,,,,,,,,,,,,,
0.307,0.052,0.307,0.055,0.406,-0.046,0.406,-0.055,,,,,,,,,,,,,,,,
0.307,0.055,0.307,0.055,0.406,-0.052,0.406,-0.052,,,,,,,,,,,,,,,,
0.307,0.057,0.307,0.052,0.406,-0.044,0.406,-0.057,,,,,,,,,,,,,,,,
0.307,0.061,0.307,0.052,0.405,-0.049,0.405,-0.052,,,,,,,,,,,,,,,,
0.308,0.055,0.308,0.04,0.405,-0.055,0.405,-0.055,,,,,,,,,,,,,,,,
0.308,0.065,0.308,0.063,0.404,-0.051,0.404,-0.052,,,,,,,,,,,,,,,,
0.308,0.052,0.308,0.06,0.404,-0.049,0.404,-0.054,,,,,,,,,,,,,,,,
0.308,0.061,0.308,0.051,0.403,-0.049,0.403,-0.051,,,,,,,,,,,,,,,,
0.309,0.058,0.309,0.052,0.403,-0.055,0.403,-0.046,,,,,,,,,,,,,,,,
0.309,0.078,0.309,0.065,0.402,-0.052,0.402,-0.052,,,,,,,,,,,,,,,,
0.309,0.054,0.309,0.051,0.402,-0.054,0.402,-0.051,,,,,,,,,,,,,,,,
0.309,0.055,0.309,0.055,0.401,-0.052,0.401,-0.052,,,,,,,,,,,,,,,,
0.31,0.063,0.31,0.055,0.401,-0.057,0.401,-0.054,,,,,,,,,,,,,,,,
0.31,0.057,0.31,0.063,0.4,-0.049,0.4,-0.049,,,,,,,,,,,,,,,,
0.31,0.057,0.31,0.052,0.4,-0.051,0.4,-0.047,,,,,,,,,,,,,,,,
0.31,0.065,0.31,0.057,0.399,-0.055,0.399,-0.047,,,,,,,,,,,,,,,,
0.311,0.055,0.311,0.051,0.399,-0.049,0.399,-0.057,,,,,,,,,,,,,,,,
0.311,0.065,0.311,0.052,0.398,-0.051,0.398,-0.054,,,,,,,,,,,,,,,,
0.311,0.052,0.311,0.054,0.398,-0.051,0.398,-0.052,,,,,,,,,,,,,,,,
0.311,0.063,0.311,0.063,0.397,-0.052,0.397,-0.052,,,,,,,,,,,,,,,,
0.312,0.055,0.312,0.051,0.397,-0.052,0.397,-0.052,,,,,,,,,,,,,,,,
0.312,0.061,0.312,0.052,0.396,-0.057,0.396,-0.047,,,,,,,,,,,,,,,,
0.312,0.06,0.312,0.063,0.396,-0.058,0.396,-0.055,,,,,,,,,,,,,,,,
0.313,0.057,0.313,0.052,0.395,-0.057,0.395,-0.049,,,,,,,,,,,,,,,,
0.313,0.052,0.313,0.06,0.395,-0.054,0.395,-0.055,,,,,,,,,,,,,,,,
0.313,0.063,0.313,0.055,0.394,-0.051,0.394,-0.049,,,,,,,,,,,,,,,,
0.313,0.046,0.313,0.055,0.394,-0.049,0.394,-0.054,,,,,,,,,,,,,,,,
0.314,0.065,0.314,0.052,0.393,-0.047,0.393,-0.055,,,,,,,,,,,,,,,,
0.314,0.06,0.314,0.052,0.393,-0.046,0.393,-0.052,,,,,,,,,,,,,,,,
0.314,0.06,0.314,0.054,0.392,-0.054,0.392,-0.052,,,,,,,,,,,,,,,,
0.314,0.055,0.314,0.057,0.392,-0.054,0.392,-0.055,,,,,,,,,,,,,,,,
0.315,0.065,0.315,0.065,0.391,-0.049,0.391,-0.055,,,,,,,,,,,,,,,,
0.315,0.061,0.315,0.071,0.391,-0.054,0.391,-0.052,,,,,,,,,,,,,,,,
0.315,0.06,0.315,0.061,0.39,-0.052,0.39,-0.055,,,,,,,,,,,,,,,,
0.315,0.069,0.315,0.058,0.39,-0.054,0.39,-0.051,,,,,,,,,,,,,,,,
0.316,0.069,0.316,0.061,0.389,-0.058,0.389,-0.052,,,,,,,,,,,,,,,,
0.316,0.069,0.316,0.063,0.389,-0.049,0.389,-0.055,,,,,,,,,,,,,,,,
0.316,0.054,0.316,0.058,0.388,-0.052,0.388,-0.058,,,,,,,,,,,,,,,,
0.316,0.069,0.316,0.058,0.388,-0.054,0.388,-0.058,,,,,,,,,,,,,,,,
0.317,0.065,0.317,0.063,0.387,-0.054,0.387,-0.057,,,,,,,,,,,,,,,,
0.317,0.078,0.317,0.058,0.387,-0.058,0.387,-0.054,,,,,,,,,,,,,,,,
0.317,0.054,0.317,0.054,0.386,-0.058,0.386,-0.057,,,,,,,,,,,,,,,,
0.317,0.065,0.317,0.065,0.386,-0.058,0.386,-0.057,,,,,,,,,,,,,,,,
0.318,0.069,0.318,0.06,0.385,-0.046,0.385,-0.046,,,,,,,,,,,,,,,,
0.318,0.071,0.318,0.06,0.385,-0.047,0.385,-0.052,,,,,,,,,,,,,,,,
0.318,0.061,0.318,0.065,0.384,-0.055,0.384,-0.06,,,,,,,,,,,,,,,,
0.318,0.065,0.318,0.065,0.384,-0.052,0.384,-0.055,,,,,,,,,,,,,,,,
0.319,0.069,0.319,0.065,0.383,-0.054,0.383,-0.054,,,,,,,,,,,,,,,,
0.319,0.065,0.319,0.055,0.383,-0.051,0.383,-0.06,,,,,,,,,,,,,,,,
0.319,0.075,0.319,0.069,0.382,-0.043,0.382,-0.049,,,,,,,,,,,,,,,,
0.319,0.065,0.319,0.06,0.382,-0.057,0.382,-0.058,,,,,,,,,,,,,,,,
0.32,0.069,0.32,0.074,0.381,-0.055,0.381,-0.057,,,,,,,,,,,,,,,,
0.32,0.065,0.32,0.071,0.381,-0.047,0.381,-0.055,,,,,,,,,,,,,,,,
0.32,0.071,0.32,0.055,0.38,-0.051,0.38,-0.06,,,,,,,,,,,,,,,,
0.32,0.074,0.32,0.058,0.38,-0.054,0.38,-0.038,,,,,,,,,,,,,,,,
0.321,0.06,0.321,0.061,0.379,-0.057,0.379,-0.06,,,,,,,,,,,,,,,,
0.321,0.072,0.321,0.061,0.379,-0.051,0.379,-0.054,,,,,,,,,,,,,,,,
0.321,0.071,0.321,0.063,0.378,-0.057,0.378,-0.055,,,,,,,,,,,,,,,,
0.321,0.072,0.321,0.078,0.378,-0.055,0.378,-0.052,,,,,,,,,,,,,,,,
0.322,0.071,0.322,0.068,0.377,-0.054,0.377,-0.055,,,,,,,,,,,,,,,,
0.322,0.071,0.322,0.058,0.377,-0.055,0.377,-0.058,,,,,,,,,,,,,,,,
0.322,0.071,0.322,0.061,0.376,-0.054,0.376,-0.063,,,,,,,,,,,,,,,,
0.322,0.071,0.322,0.072,0.376,-0.054,0.376,-0.055,,,,,,,,,,,,,,,,
0.323,0.068,0.323,0.068,0.375,-0.057,0.375,-0.058,,,,,,,,,,,,,,,,
0.323,0.074,0.323,0.061,0.375,-0.054,0.375,-0.055,,,,,,,,,,,,,,,,
0.323,0.089,0.323,0.071,0.374,-0.047,0.374,-0.058,,,,,,,,,,,,,,,,
0.323,0.078,0.323,0.069,0.373,-0.06,0.373,-0.049,,,,,,,,,,,,,,,,
0.324,0.069,0.324,0.068,0.373,-0.052,0.373,-0.057,,,,,,,,,,,,,,,,
0.324,0.074,0.324,0.068,0.372,-0.057,0.372,-0.057,,,,,,,,,,,,,,,,
0.324,0.072,0.324,0.065,0.372,-0.058,0.372,-0.057,,,,,,,,,,,,,,,,
0.324,0.068,0.324,0.06,0.371,-0.051,0.371,-0.057,,,,,,,,,,,,,,,,
0.325,0.071,0.325,0.071,0.371,-0.049,0.371,-0.051,,,,,,,,,,,,,,,,
0.325,0.075,0.325,0.071,0.37,-0.049,0.37,-0.054,,,,,,,,,,,,,,,,
0.325,0.072,0.325,0.065,0.37,-0.046,0.37,-0.058,,,,,,,,,,,,,,,,
0.325,0.083,0.325,0.068,0.369,-0.057,0.369,-0.058,,,,,,,,,,,,,,,,
0.326,0.083,0.326,0.072,0.369,-0.06,0.369,-0.054,,,,,,,,,,,,,,,,
0.326,0.068,0.326,0.068,0.368,-0.058,0.368,-0.057,,,,,,,,,,,,,,,,
0.326,0.084,0.326,0.071,0.368,-0.061,0.368,-0.054,,,,,,,,,,,,,,,,
0.326,0.077,0.326,0.065,0.367,-0.057,0.367,-0.052,,,,,,,,,,,,,,,,
0.327,0.077,0.327,0.065,0.367,-0.052,0.367,-0.058,,,,,,,,,,,,,,,,
0.327,0.077,0.327,0.065,0.366,-0.057,0.366,-0.061,,,,,,,,,,,,,,,,
0.327,0.078,0.327,0.063,0.366,-0.061,0.366,-0.051,,,,,,,,,,,,,,,,
0.327,0.074,0.327,0.063,0.365,-0.055,0.365,-0.051,,,,,,,,,,,,,,,,
0.328,0.086,0.328,0.071,0.365,-0.049,0.365,-0.052,,,,,,,,,,,,,,,,
0.328,0.077,0.328,0.071,0.364,-0.06,0.364,-0.054,,,,,,,,,,,,,,,,
0.328,0.08,0.328,0.069,0.364,-0.058,0.364,-0.058,,,,,,,,,,,,,,,,
0.328,0.078,0.328,0.068,0.363,-0.051,0.363,-0.052,,,,,,,,,,,,,,,,
0.329,0.066,0.329,0.068,0.363,-0.061,0.363,-0.058,,,,,,,,,,,,,,,,
0.329,0.072,0.329,0.063,0.362,-0.055,0.362,-0.052,,,,,,,,,,,,,,,,
0.329,0.089,0.329,0.081,0.362,-0.063,0.362,-0.057,,,,,,,,,,,,,,,,
0.329,0.088,0.329,0.06,0.361,-0.058,0.361,-0.06,,,,,,,,,,,,,,,,
0.33,0.077,0.33,0.069,0.361,-0.06,0.361,-0.055,,,,,,,,,,,,,,,,
0.33,0.077,0.33,0.065,0.36,-0.061,0.36,-0.061,,,,,,,,,,,,,,,,
0.33,0.077,0.33,0.061,0.36,-0.057,0.36,-0.064,,,,,,,,,,,,,,,,
0.33,0.072,0.33,0.061,0.359,-0.06,0.359,-0.061,,,,,,,,,,,,,,,,
0.331,0.077,0.331,0.094,0.359,-0.061,0.359,-0.061,,,,,,,,,,,,,,,,
0.331,0.075,0.331,0.063,0.358,-0.057,0.358,-0.058,,,,,,,,,,,,,,,,
0.331,0.071,0.331,0.057,0.358,-0.058,0.358,-0.058,,,,,,,,,,,,,,,,
0.331,0.071,0.331,0.063,0.357,-0.058,0.357,-0.055,,,,,,,,,,,,,,,,
0.332,0.078,0.332,0.063,0.357,-0.06,0.357,-0.058,,,,,,,,,,,,,,,,
0.332,0.065,0.332,0.061,0.356,-0.058,0.356,-0.057,,,,,,,,,,,,,,,,
0.332,0.088,0.332,0.06,0.356,-0.064,0.356,-0.061,,,,,,,,,,,,,,,,
0.332,0.083,0.332,0.063,0.355,-0.055,0.355,-0.061,,,,,,,,,,,,,,,,
0.333,0.071,0.333,0.065,0.355,-0.061,0.355,-0.054,,,,,,,,,,,,,,,,
0.333,0.065,0.333,0.061,0.354,-0.064,0.354,-0.058,,,,,,,,,,,,,,,,
0.333,0.065,0.333,0.08,0.354,-0.054,0.354,-0.057,,,,,,,,,,,,,,,,
0.333,0.081,0.333,0.055,0.353,-0.064,0.353,-0.061,,,,,,,,,,,,,,,,
0.334,0.068,0.334,0.058,0.353,-0.061,0.353,-0.058,,,,,,,,,,,,,,,,
0.334,0.068,0.334,0.057,0.352,-0.058,0.352,-0.055,,,,,,,,,,,,,,,,
0.334,0.083,0.334,0.06,0.352,-0.058,0.352,-0.066,,,,,,,,,,,,,,,,
0.334,0.063,0.334,0.065,0.351,-0.058,0.351,-0.057,,,,,,,,,,,,,,,,
0.335,0.071,0.335,0.063,0.351,-0.066,0.351,-0.057,,,,,,,,,,,,,,,,
0.335,0.065,0.335,0.065,0.35,-0.061,0.35,-0.057,,,,,,,,,,,,,,,,
0.335,0.058,0.335,0.052,0.35,-0.057,0.35,-0.064,,,,,,,,,,,,,,,,
0.335,0.065,0.335,0.046,0.349,-0.063,0.349,-0.069,,,,,,,,,,,,,,,,
0.336,0.074,0.336,0.052,0.349,-0.064,0.349,-0.058,,,,,,,,,,,,,,,,
0.336,0.058,0.336,0.057,0.348,-0.063,0.348,-0.064,,,,,,,,,,,,,,,,
0.336,0.063,0.336,0.052,0.348,-0.064,0.348,-0.063,,,,,,,,,,,,,,,,
0.336,0.065,0.336,0.042,0.347,-0.069,0.347,-0.061,,,,,,,,,,,,,,,,
0.337,0.072,0.337,0.04,0.347,-0.063,0.347,-0.063,,,,,,,,,,,,,,,,
0.337,0.058,0.337,0.057,0.346,-0.06,0.346,-0.064,,,,,,,,,,,,,,,,
0.337,0.058,0.337,0.055,0.346,-0.055,0.346,-0.064,,,,,,,,,,,,,,,,
0.337,0.063,0.337,0.045,0.345,-0.064,0.345,-0.064,,,,,,,,,,,,,,,,
0.338,0.06,0.338,0.054,0.345,-0.066,0.345,-0.057,,,,,,,,,,,,,,,,
0.338,0.065,0.338,0.048,0.344,-0.069,0.344,-0.067,,,,,,,,,,,,,,,,
0.338,0.06,0.338,0.046,0.344,-0.066,0.344,-0.066,,,,,,,,,,,,,,,,
0.338,0.065,0.338,0.046,0.344,-0.063,0.344,-0.069,,,,,,,,,,,,,,,,
0.339,0.058,0.339,0.057,0.343,-0.061,0.343,-0.069,,,,,,,,,,,,,,,,
0.339,0.052,0.339,0.051,0.343,-0.066,0.343,-0.069,,,,,,,,,,,,,,,,
0.339,0.069,0.339,0.054,0.342,-0.061,0.342,-0.069,,,,,,,,,,,,,,,,
0.339,0.057,0.339,0.042,0.342,-0.07,0.342,-0.064,,,,,,,,,,,,,,,,
0.34,0.057,0.34,0.052,0.341,-0.07,0.341,-0.064,,,,,,,,,,,,,,,,
0.34,0.052,0.34,0.049,0.341,-0.064,0.341,-0.067,,,,,,,,,,,,,,,,
0.34,0.052,0.34,0.052,0.34,-0.063,0.34,-0.066,,,,,,,,,,,,,,,,
0.34,0.058,0.34,0.045,0.34,-0.072,0.34,-0.069,,,,,,,,,,,,,,,,
0.341,0.055,0.341,0.054,0.339,-0.07,0.339,-0.075,,,,,,,,,,,,,,,,
0.341,0.055,0.341,0.04,0.339,-0.07,0.339,-0.069,,,,,,,,,,,,,,,,
